FECHA;INDICATIVO;INSOLACION
01-04-2019;2539;7.4
01-05-2019;2539;11.4
01-06-2019;2539;11.3
01-07-2019;2539;11.1
01-08-2019;2539;10.7
01-09-2019;2539;8.4
01-10-2019;2539;6.0
01-11-2019;2539;3.0
01-12-2019;2539;3.4
01-01-2019;2614;3.8
01-02-2019;2614;6.7
01-03-2019;2614;8.7
01-04-2019;2614;7.8
01-05-2019;2614;11.6
01-06-2019;2614;0
01-07-2019;2614;11.7
01-08-2019;2614;10.4
01-09-2019;2614;8.8
01-10-2019;2614;5.8
01-11-2019;2614;2.8
01-12-2019;2614;0
01-01-2019;9390;4.8
01-02-2019;9390;8.2
01-03-2019;9390;8.9
01-04-2019;9390;6.1
01-05-2019;9390;9.6
01-06-2019;9390;10.9
01-07-2019;9390;10.6
01-08-2019;9390;10.5
01-09-2019;9390;8.5
01-10-2019;9390;6.6
01-11-2019;9390;4.4
01-12-2019;9390;4.1
01-01-2019;9434;5.9
01-02-2019;9434;8.7
01-03-2019;9434;10.1
01-04-2019;9434;7.4
01-05-2019;9434;11.1
01-06-2019;9434;11.7
01-07-2019;9434;11.2
01-08-2019;9434;11.2
01-09-2019;9434;9.7
01-10-2019;9434;7.4
01-11-2019;9434;5.3
01-12-2019;9434;0
