FECHA;INDICATIVO;LLUVIA_MES
01-11-2020;0016A;46.3
01-12-2020;0016A;5.4
01-01-2020;9981A;241.2
01-02-2020;9981A;0.4
01-03-2020;9981A;55.4
01-04-2020;9981A;108.2
01-05-2020;9981A;69.4
01-06-2020;9981A;80.8
01-07-2020;9981A;1.8
01-08-2020;9981A;4.8
01-09-2020;9981A;8.4
01-10-2020;9981A;5.6
01-11-2020;9981A;156.6
01-12-2020;9981A;13.8
01-01-2020;9381I;65.7
01-02-2020;9381I;0.2
01-03-2020;9381I;74.6
01-04-2020;9381I;102.6
01-05-2020;9381I;101.8
01-06-2020;9381I;64.0
01-07-2020;9381I;28.0
01-08-2020;9381I;17.8
01-09-2020;9381I;26.4
01-10-2020;9381I;11.6
01-11-2020;9381I;27.2
01-12-2020;9381I;26.4
01-01-2020;8368U;25.2
01-02-2020;8368U;0.0
01-03-2020;8368U;105.0
01-04-2020;8368U;71.6
01-05-2020;8368U;38.2
01-06-2020;8368U;22.6
01-07-2020;8368U;15.8
01-08-2020;8368U;27.6
01-09-2020;8368U;6.2
01-10-2020;8368U;10.0
01-11-2020;8368U;60.4
01-12-2020;8368U;22.4
01-01-2020;3260B;29.0
01-02-2020;3260B;1.0
01-03-2020;3260B;47.8
01-04-2020;3260B;65.8
01-05-2020;3260B;30.0
01-06-2020;3260B;7.4
01-07-2020;3260B;6.0
01-08-2020;3260B;16.0
01-09-2020;3260B;19.0
01-10-2020;3260B;20.4
01-11-2020;3260B;29.6
01-12-2020;3260B;35.4
01-01-2020;8416;139.3
01-02-2020;8416;1.6
01-03-2020;8416;53.4
01-04-2020;8416;49.9
01-05-2020;8416;24.0
01-06-2020;8416;38.1
01-07-2020;8416;10.6
01-08-2020;8416;4.4
01-09-2020;8416;18.9
01-10-2020;8416;6.1
01-11-2020;8416;250.1
01-12-2020;8416;4.4
01-01-2020;8414A;101.1
01-02-2020;8414A;1.4
01-03-2020;8414A;74.9
01-04-2020;8414A;56.3
01-05-2020;8414A;45.7
01-06-2020;8414A;27.4
01-07-2020;8414A;14.1
01-08-2020;8414A;1.7
01-09-2020;8414A;11.1
01-10-2020;8414A;5.8
01-11-2020;8414A;198.8
01-12-2020;8414A;5.9
01-01-2020;2422;25.0
01-02-2020;2422;2.4
01-03-2020;2422;34.4
01-04-2020;2422;113.6
01-05-2020;2422;54.6
01-06-2020;2422;21.4
01-07-2020;2422;15.4
01-08-2020;2422;10.6
01-09-2020;2422;42.6
01-10-2020;2422;64.4
01-11-2020;2422;27.8
01-12-2020;2422;30.2
01-01-2020;2539;20.3
01-02-2020;2539;5.0
01-03-2020;2539;36.9
01-04-2020;2539;88.1
01-05-2020;2539;34.0
01-06-2020;2539;19.9
01-07-2020;2539;28.3
01-08-2020;2539;14.9
01-09-2020;2539;39.0
01-10-2020;2539;81.4
01-11-2020;2539;26.4
01-12-2020;2539;28.8
01-01-2020;2614;16.0
01-02-2020;2614;4.2
01-03-2020;2614;48.4
01-04-2020;2614;92.2
01-05-2020;2614;16.8
01-06-2020;2614;16.2
01-07-2020;2614;10.4
01-08-2020;2614;11.0
01-09-2020;2614;23.8
01-10-2020;2614;66.8
01-11-2020;2614;26.8
01-12-2020;2614;29.6
01-01-2020;9390;80.2
01-02-2020;9390;0.2
01-03-2020;9390;77.2
01-04-2020;9390;97.8
01-05-2020;9390;49.7
01-06-2020;9390;55.0
01-07-2020;9390;29.2
01-08-2020;9390;20.4
01-09-2020;9390;17.8
01-10-2020;9390;23.0
01-11-2020;9390;26.7
01-12-2020;9390;29.6
01-01-2020;9434;62.8
01-02-2020;9434;0.6
01-03-2020;9434;71.2
01-04-2020;9434;35.4
01-05-2020;9434;61.4
01-06-2020;9434;46.6
01-07-2020;9434;5.4
01-08-2020;9434;1.2
01-09-2020;9434;32.4
01-10-2020;9434;18.4
01-11-2020;9434;38.8
01-12-2020;9434;26.0
